ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Download 1 ID","Download 1 name","Download 1 URL","Meta: _product_url"
562,variation,,"Double-breasted check blazer - Blue, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,6,,Color,Blue,,1,,Size,40,,1,,,,,
563,variation,,"Double-breasted check blazer - Gray, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,7,,Color,Gray,,1,,Size,35,,1,,,,,
564,variation,,"Double-breasted check blazer - Gray, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,8,,Color,Gray,,1,,Size,36,,1,,,,,
565,variation,,"Double-breasted check blazer - Gray, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,9,,Color,Gray,,1,,Size,37,,1,,,,,
566,variation,,"Double-breasted check blazer - Gray, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,10,,Color,Gray,,1,,Size,38,,1,,,,,
567,variation,,"Double-breasted check blazer - Gray, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,11,,Color,Gray,,1,,Size,39,,1,,,,,
568,variation,,"Double-breasted check blazer - Gray, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,12,,Color,Gray,,1,,Size,40,,1,,,,,
569,variation,,"Double-breasted check blazer - Green, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,13,,Color,Green,,1,,Size,35,,1,,,,,
570,variation,,"Double-breasted check blazer - Green, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,14,,Color,Green,,1,,Size,36,,1,,,,,
571,variation,,"Double-breasted check blazer - Green, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,15,,Color,Green,,1,,Size,37,,1,,,,,
572,variation,,"Double-breasted check blazer - Green, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,16,,Color,Green,,1,,Size,38,,1,,,,,
573,variation,,"Double-breasted check blazer - Green, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,17,,Color,Green,,1,,Size,39,,1,,,,,
574,variation,,"Double-breasted check blazer - Green, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,18,,Color,Green,,1,,Size,40,,1,,,,,
575,variation,,"Double-breasted check blazer - Red, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,19,,Color,Red,,1,,Size,35,,1,,,,,
576,variation,,"Double-breasted check blazer - Red, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,20,,Color,Red,,1,,Size,36,,1,,,,,
577,variation,,"Double-breasted check blazer - Red, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,21,,Color,Red,,1,,Size,37,,1,,,,,
578,variation,,"Double-breasted check blazer - Red, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,22,,Color,Red,,1,,Size,38,,1,,,,,
579,variation,,"Double-breasted check blazer - Red, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,23,,Color,Red,,1,,Size,39,,1,,,,,
580,variation,,"Double-breasted check blazer - Red, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,24,,Color,Red,,1,,Size,40,,1,,,,,
581,variation,,"Double-breasted check blazer - Yellow, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,25,,Color,Yellow,,1,,Size,35,,1,,,,,
582,variation,,"Double-breasted check blazer - Yellow, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,26,,Color,Yellow,,1,,Size,36,,1,,,,,
583,variation,,"Double-breasted check blazer - Yellow, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,27,,Color,Yellow,,1,,Size,37,,1,,,,,
584,variation,,"Double-breasted check blazer - Yellow, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,28,,Color,Yellow,,1,,Size,38,,1,,,,,
585,variation,,"Double-breasted check blazer - Yellow, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,29,,Color,Yellow,,1,,Size,39,,1,,,,,
586,variation,,"Double-breasted check blazer - Yellow, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:556,,,,,,30,,Color,Yellow,,1,,Size,40,,1,,,,,
1508,grouped,,"Linen blazer suit",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,,Women,"clean, fashion, m1, m1-1, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p01_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p01_2.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p03_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_03.jpg",,,,"id:454, id:463, id:499, id:511",,,,,0,,,,,,,,,,,,,,,https://shop.mango.com/es/mujer/abrigos-abrigos/abrigo-lana-botones_37015146.html?c=99
1702,variable,,"Regular fit striped cotton shirt",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clean, fashion, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_01_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_01_2.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_02_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_02_2.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_03_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_03_2.jpg",,,,,,,,,100,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#d1d1d1"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""35"":{""name"":""35"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""36"":{""name"":""36"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""37"":{""name"":""37"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""38"":{""name"":""38"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""39"":{""name"":""39"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""40"":{""name"":""40"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Blue, Gray, Green, Red, Yellow",1,1,Red,Size,"35, 36, 37, 38, 39, 40",1,1,36,,,,
1703,variation,,"Regular fit striped cotton shirt - Blue, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,1,,Color,Blue,,1,,Size,35,,1,,,,,
1704,variation,,"Regular fit striped cotton shirt - Blue, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,2,,Color,Blue,,1,,Size,36,,1,,,,,
1705,variation,,"Regular fit striped cotton shirt - Blue, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,3,,Color,Blue,,1,,Size,37,,1,,,,,
1706,variation,,"Regular fit striped cotton shirt - Blue, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,4,,Color,Blue,,1,,Size,38,,1,,,,,
1707,variation,,"Regular fit striped cotton shirt - Blue, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,5,,Color,Blue,,1,,Size,39,,1,,,,,
1708,variation,,"Regular fit striped cotton shirt - Blue, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,6,,Color,Blue,,1,,Size,40,,1,,,,,
1709,variation,,"Regular fit striped cotton shirt - Gray, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,7,,Color,Gray,,1,,Size,35,,1,,,,,
1710,variation,,"Regular fit striped cotton shirt - Gray, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,8,,Color,Gray,,1,,Size,36,,1,,,,,
1711,variation,,"Regular fit striped cotton shirt - Gray, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,9,,Color,Gray,,1,,Size,37,,1,,,,,
1712,variation,,"Regular fit striped cotton shirt - Gray, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,10,,Color,Gray,,1,,Size,38,,1,,,,,
1713,variation,,"Regular fit striped cotton shirt - Gray, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,11,,Color,Gray,,1,,Size,39,,1,,,,,
1714,variation,,"Regular fit striped cotton shirt - Gray, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,12,,Color,Gray,,1,,Size,40,,1,,,,,
1715,variation,,"Regular fit striped cotton shirt - Green, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,13,,Color,Green,,1,,Size,35,,1,,,,,
1716,variation,,"Regular fit striped cotton shirt - Green, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,14,,Color,Green,,1,,Size,36,,1,,,,,
1717,variation,,"Regular fit striped cotton shirt - Green, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1702,,,,,,15,,Color,Green,,1,,Size,37,,1,,,,,
1718,variation,,"Regular fit striped cotton shirt - Green, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,16,,Color,Green,,1,,Size,38,,1,,,,,
1719,variation,,"Regular fit striped cotton shirt - Green, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,17,,Color,Green,,1,,Size,39,,1,,,,,
1720,variation,,"Regular fit striped cotton shirt - Green, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,18,,Color,Green,,1,,Size,40,,1,,,,,
1721,variation,,"Regular fit striped cotton shirt - Red, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,19,,Color,Red,,1,,Size,35,,1,,,,,
1722,variation,,"Regular fit striped cotton shirt - Red, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,20,,Color,Red,,1,,Size,36,,1,,,,,
1723,variation,,"Regular fit striped cotton shirt - Red, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,21,,Color,Red,,1,,Size,37,,1,,,,,
1724,variation,,"Regular fit striped cotton shirt - Red, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,22,,Color,Red,,1,,Size,38,,1,,,,,
1725,variation,,"Regular fit striped cotton shirt - Red, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,23,,Color,Red,,1,,Size,39,,1,,,,,
1726,variation,,"Regular fit striped cotton shirt - Red, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,24,,Color,Red,,1,,Size,40,,1,,,,,
1727,variation,,"Regular fit striped cotton shirt - Yellow, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,25,,Color,Yellow,,1,,Size,35,,1,,,,,
1728,variation,,"Regular fit striped cotton shirt - Yellow, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,26,,Color,Yellow,,1,,Size,36,,1,,,,,
1729,variation,,"Regular fit striped cotton shirt - Yellow, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,27,,Color,Yellow,,1,,Size,37,,1,,,,,
1730,variation,,"Regular fit striped cotton shirt - Yellow, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,28,,Color,Yellow,,1,,Size,38,,1,,,,,
1731,variation,,"Regular fit striped cotton shirt - Yellow, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,29,,Color,Yellow,,1,,Size,39,,1,,,,,
1732,variation,,"Regular fit striped cotton shirt - Yellow, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1702,,,,,,30,,Color,Yellow,,1,,Size,40,,1,,,,,
1753,variable,,"Regular fit striped cotton shirt (Copy)",'-1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clean, fashion, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_01_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_01_2.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_02_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_02_2.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_03_1.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/10/m3_p_man_03_2.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#d1d1d1"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""35"":{""name"":""35"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""36"":{""name"":""36"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""37"":{""name"":""37"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""38"":{""name"":""38"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""39"":{""name"":""39"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""40"":{""name"":""40"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Blue, Gray, Green, Red, Yellow",1,1,Red,Size,"35, 36, 37, 38, 39, 40",1,1,36,,,,
1754,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 35",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,1,,Color,Blue,,1,,Size,35,,1,,,,,
1755,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 36",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,2,,Color,Blue,,1,,Size,36,,1,,,,,
1756,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 37",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,3,,Color,Blue,,1,,Size,37,,1,,,,,
1757,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 38",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,4,,Color,Blue,,1,,Size,38,,1,,,,,
1758,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 39",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,5,,Color,Blue,,1,,Size,39,,1,,,,,
1759,variation,,"Regular fit striped cotton shirt (Copy) - Blue, 40",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,6,,Color,Blue,,1,,Size,40,,1,,,,,
1760,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 35",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,7,,Color,Gray,,1,,Size,35,,1,,,,,
1761,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 36",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,8,,Color,Gray,,1,,Size,36,,1,,,,,
1762,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 37",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,9,,Color,Gray,,1,,Size,37,,1,,,,,
1763,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 38",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,10,,Color,Gray,,1,,Size,38,,1,,,,,
1764,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 39",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,11,,Color,Gray,,1,,Size,39,,1,,,,,
1765,variation,,"Regular fit striped cotton shirt (Copy) - Gray, 40",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,12,,Color,Gray,,1,,Size,40,,1,,,,,
1766,variation,,"Regular fit striped cotton shirt (Copy) - Green, 35",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,13,,Color,Green,,1,,Size,35,,1,,,,,
1767,variation,,"Regular fit striped cotton shirt (Copy) - Green, 36",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,14,,Color,Green,,1,,Size,36,,1,,,,,
1768,variation,,"Regular fit striped cotton shirt (Copy) - Green, 37",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:1753,,,,,,15,,Color,Green,,1,,Size,37,,1,,,,,
1769,variation,,"Regular fit striped cotton shirt (Copy) - Green, 38",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,16,,Color,Green,,1,,Size,38,,1,,,,,
1770,variation,,"Regular fit striped cotton shirt (Copy) - Green, 39",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,17,,Color,Green,,1,,Size,39,,1,,,,,
1771,variation,,"Regular fit striped cotton shirt (Copy) - Green, 40",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,18,,Color,Green,,1,,Size,40,,1,,,,,
1772,variation,,"Regular fit striped cotton shirt (Copy) - Red, 35",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,19,,Color,Red,,1,,Size,35,,1,,,,,
1773,variation,,"Regular fit striped cotton shirt (Copy) - Red, 36",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,20,,Color,Red,,1,,Size,36,,1,,,,,
1774,variation,,"Regular fit striped cotton shirt (Copy) - Red, 37",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,21,,Color,Red,,1,,Size,37,,1,,,,,
1775,variation,,"Regular fit striped cotton shirt (Copy) - Red, 38",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,22,,Color,Red,,1,,Size,38,,1,,,,,
1776,variation,,"Regular fit striped cotton shirt (Copy) - Red, 39",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,23,,Color,Red,,1,,Size,39,,1,,,,,
1777,variation,,"Regular fit striped cotton shirt (Copy) - Red, 40",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,24,,Color,Red,,1,,Size,40,,1,,,,,
1778,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 35",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,25,,Color,Yellow,,1,,Size,35,,1,,,,,
1779,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 36",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,26,,Color,Yellow,,1,,Size,36,,1,,,,,
1780,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 37",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,27,,Color,Yellow,,1,,Size,37,,1,,,,,
1781,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 38",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,28,,Color,Yellow,,1,,Size,38,,1,,,,,
1782,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 39",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,29,,Color,Yellow,,1,,Size,39,,1,,,,,
1783,variation,,"Regular fit striped cotton shirt (Copy) - Yellow, 40",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:1753,,,,,,30,,Color,Yellow,,1,,Size,40,,1,,,,,
